# location,geometry
Nigeria,{{{8.50029 4.77198} {7.46211 4.41211} {7.0826 4.46469} {6.69807 4.24059} {5.89817 4.26245} {5.3628 4.88797} {5.03357 5.6118} {4.32561 6.27065} {3.57418 6.2583} {2.6917 6.25882} {2.74906 7.87073} {2.72379 8.50685} {2.91231 9.13761} {3.22035 9.44415} {3.70544 10.0632} {3.60007 10.3322} {3.79711 10.7347} {3.57222 11.3279} {3.61118 11.6602} {3.68063 12.5529} {3.96728 12.9561} {4.10795 13.5312} {4.36834 13.7475} {5.44306 13.8659} {6.44543 13.4928} {6.82044 13.1151} {7.33075 13.098} {7.80467 13.3435} {9.01493 12.8267} {9.52493 12.8511} {10.1148 13.2773} {10.701 13.2469} {10.9896 13.3873} {11.5278 13.329} {12.3021 13.0372} {13.084 13.5961} {13.3187 13.5564} {13.9954 12.4616} {14.1813 12.4837} {14.5772 12.0854} {14.4682 11.9048} {14.4154 11.5724} {13.5729 10.7986} {13.3087 10.1604} {13.1676 9.64063} {12.9555 9.41777} {12.7537 8.71776} {12.2189 8.30582} {12.0639 7.79981} {11.8393 7.39704} {11.7458 6.98138} {11.0588 6.64443} {10.4974 7.05536} {10.1183 7.03877} {9.52271 6.45348} {9.23316 6.44449} {8.75753 5.47967} {8.50029 4.77198}}}
Rwanda,{{{30.4191 -1.13466} {30.8161 -1.69891} {30.7583 -2.28725} {30.4697 -2.41386} {29.9384 -2.34849} {29.6322 -2.91786} {29.0249 -2.83926} {29.1175 -2.29221} {29.2548 -2.21511} {29.2919 -1.62006} {29.5795 -1.34131} {29.8215 -1.44332} {30.4191 -1.13466}}}
W. Sahara,{{{-8.79488 27.1207} {-8.81783 27.6564} {-8.66559 27.6564} {-8.66512 27.5895} {-8.6844 27.3957} {-8.68729 25.8811} {-11.9694 25.9334} {-11.9372 23.3746} {-12.8742 23.2848} {-13.1188 22.7712} {-12.9291 21.3271} {-16.8452 21.3333} {-17.0634 20.9998} {-17.0204 21.4223} {-17.003 21.4207} {-14.751 21.5006} {-14.6308 21.8609} {-14.2212 22.3102} {-13.8911 23.691} {-12.501 24.7701} {-12.0308 26.0309} {-11.7182 26.1041} {-11.3926 26.8834} {-10.5513 26.9908} {-10.1894 26.8609} {-9.73534 26.8609} {-9.41304 27.0885} {-8.79488 27.1207}}}
Sudan,{{{33.9634 9.46429} {33.825 9.48406} {33.8421 9.98191} {33.722 10.3253} {33.2069 10.7201} {33.0868 11.4411} {33.2069 12.1793} {32.7434 12.248} {32.6747 12.0248} {32.0739 11.9733} {32.3142 11.6815} {32.4001 11.0806} {31.8507 10.5313} {31.3529 9.81024} {30.8378 9.70724} {29.9966 10.2909} {29.619 10.0849} {29.516 9.79307} {29.0009 9.60423} {28.9666 9.39822} {27.9709 9.39822} {27.8336 9.60423} {27.1125 9.63857} {26.752 9.46689} {26.4773 9.55273} {25.9623 10.1364} {25.7906 10.4111} {25.0696 10.2738} {24.7949 9.81024} {24.5374 8.91754} {24.1941 8.7287} {23.887 8.61973} {23.8058 8.66632} {23.459 8.95429} {23.3948 9.26507} {23.5572 9.68122} {23.5543 10.0893} {22.9775 10.7145} {22.8642 11.1424} {22.8762 11.3846} {22.5087 11.6794} {22.4976 12.2602} {22.288 12.6461} {21.9368 12.5882} {22.0376 12.9555} {22.2966 13.3723} {22.1833 13.7865} {22.512 14.0932} {22.3035 14.3268} {22.568 14.9443} {23.0246 15.6807} {23.8869 15.6108} {23.8377 19.5805} {23.85 20} {25 20.003} {25 22} {29.02 22} {32.9 22} {36.8662 22} {37.1887 21.0189} {36.9694 20.8374} {37.1147 19.808} {37.4818 18.6141} {37.8628 18.3679} {38.4101 17.9983} {37.904 17.4275} {37.1675 17.2631} {36.8525 16.9566} {36.7539 16.2919} {36.3232 14.8225} {36.4295 14.4221} {36.2702 13.5633} {35.8636 12.5783} {35.2605 12.0829} {34.8316 11.319} {34.7312 10.9102} {34.2574 10.6301} {33.9616 9.58358} {33.9634 9.46429}}}
S. Sudan,{{{33.9634 9.46429} {33.975 8.68456} {33.8255 8.37916} {33.2948 8.35458} {32.9542 7.78497} {33.5683 7.71334} {34.0751 7.22595} {34.2503 6.82607} {34.707 6.59422} {35.298 5.506} {34.6202 4.84712} {34.005 4.24988} {33.39 3.79} {32.6864 3.79232} {31.8815 3.55827} {31.2456 3.7819} {30.8339 3.50917} {29.9535 4.1737} {29.716 4.6008} {29.1591 4.38927} {28.6967 4.45508} {28.429 4.28715} {27.98 4.40841} {27.3742 5.23394} {27.2134 5.55095} {26.4659 5.94672} {26.2134 6.5466} {25.7966 6.97932} {25.1241 7.50009} {25.1149 7.8251} {24.5674 8.22919} {23.887 8.61973} {24.1941 8.7287} {24.5374 8.91754} {24.7949 9.81024} {25.0696 10.2738} {25.7906 10.4111} {25.9623 10.1364} {26.4773 9.55273} {26.752 9.46689} {27.1125 9.63857} {27.8336 9.60423} {27.9709 9.39822} {28.9666 9.39822} {29.0009 9.60423} {29.516 9.79307} {29.619 10.0849} {29.9966 10.2909} {30.8378 9.70724} {31.3529 9.81024} {31.8507 10.5313} {32.4001 11.0806} {32.3142 11.6815} {32.0739 11.9733} {32.6747 12.0248} {32.7434 12.248} {33.2069 12.1793} {33.0868 11.4411} {33.2069 10.7201} {33.722 10.3253} {33.8421 9.98191} {33.825 9.48406} {33.9634 9.46429}}}
Senegal,{{{-16.7137 13.595} {-17.1261 14.3735} {-17.625 14.7295} {-17.1852 14.9195} {-16.7007 15.6215} {-16.4631 16.135} {-16.1207 16.4557} {-15.6237 16.3693} {-15.1357 16.5873} {-14.5773 16.5983} {-14.0995 16.3043} {-13.4357 16.0394} {-12.8307 15.3037} {-12.1708 14.6168} {-12.1249 13.9947} {-11.9277 13.4221} {-11.5534 13.1412} {-11.4679 12.7545} {-11.5139 12.443} {-11.6583 12.3866} {-12.2036 12.4656} {-12.2786 12.3544} {-12.4991 12.3321} {-13.2178 12.5759} {-13.7005 12.5862} {-15.5485 12.6282} {-15.8166 12.5156} {-16.1477 12.5478} {-16.6775 12.3849} {-16.8415 13.1514} {-15.9313 13.1303} {-15.691 13.2704} {-15.5118 13.2786} {-15.1412 13.5095} {-14.7122 13.2982} {-14.2777 13.2806} {-13.845 13.505} {-14.047 13.7941} {-14.3767 13.6257} {-14.687 13.6304} {-15.0817 13.8765} {-15.3988 13.8604} {-15.6246 13.6236} {-16.7137 13.595}}}
Sierra Leone,{{{-11.4388 6.78592} {-11.7082 6.8601} {-12.4281 7.26294} {-12.949 7.79865} {-13.124 8.16395} {-13.2466 8.90305} {-12.712 9.34271} {-12.5967 9.62019} {-12.4259 9.83583} {-12.1503 9.85857} {-11.9173 10.047} {-11.1175 10.0459} {-10.8392 9.68825} {-10.6224 9.26791} {-10.6548 8.97718} {-10.4943 8.71554} {-10.5055 8.3489} {-10.2301 8.40621} {-10.6956 7.93946} {-11.1467 7.39671} {-11.1998 7.10585} {-11.4388 6.78592}}}
Somaliland,{{{48.9381 9.45175} {48.4867 8.83763} {47.7894 8.003} {46.9483 7.99688} {43.6788 9.18358} {43.297 9.54048} {42.9281 10.0219} {42.5588 10.5726} {42.7769 10.9269} {43.1453 11.462} {43.4707 11.2777} {43.6667 10.8642} {44.1178 10.4455} {44.6143 10.4422} {45.5569 10.698} {46.6454 10.8165} {47.5257 11.1272} {48.0216 11.1931} {48.3788 11.3755} {48.9482 11.4106} {48.942 11.3943} {48.9385 10.9823} {48.9382 9.9735} {48.9381 9.45175}}}
Somalia,{{{49.7286 11.5789} {50.2588 11.6796} {50.732 12.0219} {51.1112 12.0246} {51.1339 11.7482} {51.0415 11.1665} {51.0453 10.6409} {50.8342 10.2797} {50.5524 9.19874} {50.0709 8.08173} {49.4527 6.80466} {48.5945 5.33911} {47.7408 4.2194} {46.5648 2.85529} {45.564 2.04576} {44.0682 1.05283} {43.136 0.2922} {42.0416 -0.91916} {41.8109 -1.44647} {41.5851 -1.68325} {40.993 -0.85829} {40.9811 2.78452} {41.8551 3.91891} {42.1286 4.23413} {42.7697 4.25259} {43.6609 4.95755} {44.9636 5.00162} {47.7894 8.003} {48.4867 8.83763} {48.9381 9.45175} {48.9382 9.9735} {48.9385 10.9823} {48.942 11.3943} {48.9482 11.4106} {49.2678 11.4303} {49.7286 11.5789}}}
Swaziland,{{{32.0717 -26.7338} {31.8681 -27.1779} {31.2828 -27.2859} {30.686 -26.7438} {30.6766 -26.3981} {30.9497 -26.0226} {31.0441 -25.7315} {31.3332 -25.6602} {31.8378 -25.8433} {31.9858 -26.2918} {32.0717 -26.7338}}}
Chad,{{{14.4958 12.8594} {14.5958 13.3304} {13.9545 13.3534} {13.9567 13.9967} {13.5404 14.3671} {13.9722 15.6844} {15.2477 16.6273} {15.3004 17.9279} {15.6857 19.9572} {15.9032 20.3876} {15.4871 20.7304} {15.4711 21.0484} {15.0969 21.3085} {14.8513 22.863} {15.8608 23.4097} {19.8493 21.4951} {23.8377 19.5805} {23.8869 15.6108} {23.0246 15.6807} {22.568 14.9443} {22.3035 14.3268} {22.512 14.0932} {22.1833 13.7865} {22.2966 13.3723} {22.0376 12.9555} {21.9368 12.5882} {22.288 12.6461} {22.4976 12.2602} {22.5087 11.6794} {22.8762 11.3846} {22.8642 11.1424} {22.2311 10.9719} {21.7238 10.5671} {21.0009 9.47599} {20.0597 9.01271} {19.094 9.07485} {18.812 8.98291} {18.911 8.63089} {18.3896 8.2813} {17.9649 7.89091} {16.706 7.50833} {16.4562 7.73477} {16.2906 7.75431} {16.1062 7.49709} {15.2795 7.42192} {15.4361 7.69281} {15.1209 8.38215} {14.98 8.7961} {14.5445 8.96586} {13.9542 9.54949} {14.1715 10.0214} {14.6272 9.92092} {14.9094 9.99213} {15.4679 9.98234} {14.9236 10.8913} {14.9602 11.5556} {14.8934 12.219} {14.4958 12.8594}}}
Togo,{{{1.86524 6.14216} {1.06012 5.92884} {0.836931 6.27998} {0.570384 6.91436} {0.490957 7.41174} {0.712029 8.31246} {0.461192 8.67722} {0.365901 9.465} {0.36758 10.1912} {-0.0497847 10.7069} {0.0238025 11.0187} {0.899563 10.9973} {0.772336 10.4708} {1.0778 10.1756} {1.42506 9.8254} {1.46304 9.33462} {1.66448 9.12859} {1.61895 6.83204} {1.86524 6.14216}}}
Tunisia,{{{9.48214 30.3076} {9.0556 32.1027} {8.4391 32.5063} {8.43047 32.7483} {7.61264 33.3441} {7.52448 34.0974} {8.14098 34.6551} {8.37637 35.4799} {8.21782 36.4332} {8.42096 36.9464} {9.50999 37.35} {10.21 37.23} {10.1807 36.724} {11.0289 37.0921} {11.1 36.9} {10.6 36.41} {10.5933 35.9474} {10.9395 35.699} {10.8078 34.8335} {10.1496 34.3308} {10.3397 33.7857} {10.8568 33.7687} {11.1085 33.2933} {11.4888 33.137} {11.4323 32.3689} {10.9448 32.0818} {10.6369 31.7614} {9.95023 31.3761} {10.0566 30.9618} {9.97002 30.5393} {9.48214 30.3076}}}
Tanzania,{{{33.9037 -0.95} {34.0726 -1.05982} {37.6987 -3.09699} {37.7669 -3.67712} {39.2022 -4.67677} {38.7405 -5.90895} {38.7998 -6.47566} {39.44 -6.84} {39.47 -7.1} {39.1947 -7.7039} {39.252 -8.00781} {39.1865 -8.48551} {39.5357 -9.11237} {39.9496 -10.0984} {40.3166 -10.3171} {39.521 -10.8969} {38.4276 -11.2852} {37.8276 -11.2688} {37.4713 -11.5688} {36.7752 -11.5945} {36.5141 -11.7209} {35.3124 -11.4391} {34.56 -11.52} {34.28 -10.16} {33.9408 -9.69367} {33.7397 -9.41715} {32.7594 -9.2306} {32.1919 -8.93036} {31.5563 -8.76205} {31.1578 -8.59458} {30.74 -8.34} {30.2 -7.08} {29.62 -6.52} {29.42 -5.94} {29.52 -5.41998} {29.34 -4.49998} {29.7535 -4.45239} {30.1163 -4.09012} {30.5055 -3.56858} {30.7522 -3.35931} {30.743 -3.03431} {30.5277 -2.80762} {30.4697 -2.41383} {30.7583 -2.28725} {30.8161 -1.69891} {30.4191 -1.13466} {30.7699 -1.01455} {31.8662 -1.02736} {33.9037 -0.95}}}
Uganda,{{{31.8662 -1.02736} {30.7699 -1.01455} {30.4191 -1.13466} {29.8215 -1.44332} {29.5795 -1.34131} {29.5878 -0.587406} {29.8195 -0.2053} {29.8758 0.59738} {30.0862 1.06231} {30.4685 1.58381} {30.8527 1.8494} {31.1741 2.20447} {30.7733 2.33989} {30.8339 3.50917} {31.2456 3.7819} {31.8815 3.55827} {32.6864 3.79232} {33.39 3.79} {34.005 4.24988} {34.4791 3.5556} {34.5961 3.05374} {35.036 1.90584} {34.6721 1.17694} {34.18 0.515} {33.8936 0.109814} {33.9037 -0.95} {31.8662 -1.02736}}}
South Africa,{{{31.521 -29.2574} {31.3256 -29.402} {30.9018 -29.91} {30.6228 -30.4238} {30.0557 -31.1403} {28.9256 -32.172} {28.2198 -32.772} {27.4646 -33.227} {26.4195 -33.615} {25.9097 -33.667} {25.7806 -33.9446} {25.1729 -33.7969} {24.6779 -33.9872} {23.594 -33.7945} {22.9882 -33.9164} {22.5742 -33.8641} {21.5428 -34.2588} {20.6891 -34.4172} {20.0713 -34.7951} {19.6164 -34.8192} {19.1933 -34.4626} {18.8553 -34.4443} {18.4246 -33.9979} {18.3774 -34.1365} {18.2445 -33.8678} {18.2501 -33.2814} {17.9252 -32.6113} {18.2479 -32.4291} {18.2218 -31.6616} {17.5669 -30.7257} {17.0644 -29.8786} {17.0629 -29.876} {16.345 -28.5767} {16.824 -28.0822} {17.2189 -28.3559} {17.3875 -28.7835} {17.8362 -28.8564} {18.4649 -29.0455} {19.0021 -28.9724} {19.8947 -28.4611} {19.8958 -24.7678} {20.1657 -24.918} {20.7586 -25.8681} {20.6665 -26.4775} {20.8896 -26.8285} {21.6059 -26.7265} {22.106 -26.2803} {22.5795 -25.9794} {22.8243 -25.5005} {23.3121 -25.2687} {23.7336 -25.3901} {24.2113 -25.6702} {25.0252 -25.7197} {25.6647 -25.4868} {25.7658 -25.1748} {25.9417 -24.6964} {26.4858 -24.6163} {26.7864 -24.2407} {27.1194 -23.5743} {28.0172 -22.8278} {29.4322 -22.0913} {29.839 -22.1022} {30.3229 -22.2716} {30.6599 -22.1516} {31.1914 -22.2515} {31.6704 -23.659} {31.9306 -24.3694} {31.7524 -25.4843} {31.8378 -25.8433} {31.3332 -25.6602} {31.0441 -25.7315} {30.9497 -26.0226} {30.6766 -26.3981} {30.686 -26.7438} {31.2828 -27.2859} {31.8681 -27.1779} {32.0717 -26.7338} {32.8301 -26.7422} {32.5803 -27.4702} {32.4621 -28.301} {32.2034 -28.7524} {31.521 -29.2574}} {{28.9783 -28.9556} {28.5417 -28.6475} {28.0743 -28.8515} {27.5325 -29.2427} {26.9993 -29.876} {27.7494 -30.6451} {28.1072 -30.5457} {28.2911 -30.2262} {28.8484 -30.0701} {29.0184 -29.7438} {29.3252 -29.2574} {28.9783 -28.9556}}}
Zambia,{{{32.7594 -9.2306} {33.2314 -9.67672} {33.4857 -10.5256} {33.3153 -10.7965} {33.1143 -11.6072} {33.3064 -12.4358} {32.9918 -12.7839} {32.6882 -13.7129} {33.214 -13.9719} {30.1795 -14.7961} {30.2743 -15.5078} {29.5168 -15.6447} {28.9475 -16.0431} {28.8259 -16.3897} {28.4679 -16.4684} {27.5982 -17.2908} {27.0444 -17.938} {26.7068 -17.9612} {26.3819 -17.846} {25.2642 -17.7365} {25.0844 -17.6618} {25.077 -17.5788} {24.6823 -17.3534} {24.0339 -17.2958} {23.215 -17.5231} {22.5625 -16.8985} {21.8878 -16.0803} {21.9339 -12.8984} {24.0161 -12.911} {23.9309 -12.5658} {24.0799 -12.1913} {23.9042 -11.7223} {24.0179 -11.2373} {23.9122 -10.9268} {24.2572 -10.952} {24.3145 -11.2628} {24.7832 -11.2387} {25.4181 -11.3309} {25.7523 -11.785} {26.5531 -11.9244} {27.1644 -11.6087} {27.3888 -12.1327} {28.1551 -12.2725} {28.5236 -12.6986} {28.9343 -13.249} {29.6996 -13.2572} {29.616 -12.1789} {29.3415 -12.3607} {28.6424 -11.9716} {28.3723 -11.7936} {28.4961 -10.7899} {28.6737 -9.60592} {28.4499 -9.16492} {28.7349 -8.52656} {29.0029 -8.40703} {30.3461 -8.23826} {30.74 -8.34001} {31.1578 -8.59458} {31.5563 -8.76205} {32.1919 -8.93036} {32.7594 -9.2306}}}
Zimbabwe,{{{31.1914 -22.2515} {30.6599 -22.1516} {30.3229 -22.2716} {29.839 -22.1022} {29.4322 -22.0913} {28.7947 -21.6395} {28.0214 -21.486} {27.7272 -20.8518} {27.7247 -20.4991} {27.2965 -20.3915} {26.1648 -19.2931} {25.8504 -18.7144} {25.6492 -18.536} {25.2642 -17.7365} {26.3819 -17.846} {26.7068 -17.9612} {27.0444 -17.938} {27.5982 -17.2908} {28.4679 -16.4684} {28.8259 -16.3897} {28.9475 -16.0431} {29.5168 -15.6447} {30.2743 -15.5078} {30.339 -15.8808} {31.1731 -15.8609} {31.6365 -16.072} {31.852 -16.3194} {32.3282 -16.3921} {32.8476 -16.7134} {32.8499 -17.9791} {32.6549 -18.6721} {32.612 -19.4194} {32.7727 -19.7156} {32.6597 -20.3043} {32.5087 -20.3953} {32.245 -21.1165} {31.1914 -22.2515}}}
Australia,{{{{145.398 -40.7925} {146.364 -41.1377} {146.909 -41.0005} {147.689 -40.8083} {148.289 -40.8754} {148.36 -42.0624} {148.017 -42.407} {147.914 -43.2115} {147.565 -42.9377} {146.87 -43.6346} {146.663 -43.5809} {146.048 -43.5497} {145.432 -42.6938} {145.295 -42.0336} {144.718 -41.1626} {144.744 -40.704} {145.398 -40.7925}}} {{{143.562 -13.7637} {143.922 -14.5483} {144.564 -14.1712} {144.895 -14.5945} {145.375 -14.985} {145.272 -15.4282} {145.485 -16.2857} {145.637 -16.7849} {145.889 -16.9069} {146.16 -17.7617} {146.064 -18.2801} {146.387 -18.9583} {147.471 -19.4807} {148.178 -19.9559} {148.848 -20.3912} {148.717 -20.6335} {149.289 -21.2605} {149.678 -22.3425} {150.077 -22.1228} {150.483 -22.5561} {150.727 -22.4024} {150.9 -23.4622} {151.609 -24.0763} {152.074 -24.4579} {152.855 -25.2675} {153.136 -26.0712} {153.162 -26.6413} {153.093 -27.2603} {153.569 -28.1101} {153.512 -28.9951} {153.339 -29.4582} {153.069 -30.3502} {153.09 -30.9236} {152.892 -31.6404} {152.45 -32.55} {151.709 -33.0413} {151.344 -33.816} {151.011 -34.3104} {150.714 -35.1735} {150.328 -35.6719} {150.075 -36.4202} {149.946 -37.1091} {149.997 -37.4253} {149.424 -37.7727} {148.305 -37.8091} {147.382 -38.2192} {146.922 -38.6065} {146.318 -39.0358} {145.49 -38.5938} {144.877 -38.4174} {145.032 -37.8962} {144.486 -38.0853} {143.61 -38.8095} {142.745 -38.5383} {142.178 -38.38} {141.607 -38.3085} {140.639 -38.0193} {139.992 -37.4029} {139.807 -36.6436} {139.574 -36.1384} {139.083 -35.7328} {138.121 -35.6123} {138.449 -35.1273} {138.208 -34.3847} {137.719 -35.0768} {136.829 -35.2605} {137.352 -34.7073} {137.504 -34.1303} {137.89 -33.6405} {137.81 -32.9} {136.997 -33.7528} {136.372 -34.0948} {135.989 -34.8901} {135.208 -34.4787} {135.239 -33.948} {134.613 -33.2228} {134.086 -32.8481} {134.274 -32.6172} {132.991 -32.0112} {132.288 -31.9826} {131.326 -31.4958} {129.536 -31.5904} {128.241 -31.9485} {127.103 -32.2823} {126.149 -32.216} {125.089 -32.7288} {124.222 -32.9595} {124.029 -33.4838} {123.66 -33.8902} {122.811 -33.9145} {122.183 -34.0034} {121.299 -33.821} {120.58 -33.9302} {119.894 -33.9761} {119.299 -34.5094} {119.007 -34.4641} {118.506 -34.7468} {118.025 -35.0647} {117.296 -35.0255} {116.625 -35.0251} {115.564 -34.3864} {115.027 -34.1965} {115.049 -33.6234} {115.545 -33.4873} {115.715 -33.2596} {115.679 -32.9004} {115.802 -32.2051} {115.69 -31.6124} {115.161 -30.6016} {114.997 -30.0307} {115.04 -29.4611} {114.642 -28.8102} {114.616 -28.5164} {114.174 -28.1181} {114.049 -27.3348} {113.477 -26.5431} {113.339 -26.1165} {113.778 -26.549} {113.441 -25.6213} {113.937 -25.9112} {114.233 -26.2984} {114.216 -25.7863} {113.721 -24.9989} {113.625 -24.684} {113.394 -24.3848} {113.502 -23.8064} {113.707 -23.5602} {113.843 -23.06} {113.737 -22.4755} {114.15 -21.7559} {114.225 -22.5175} {114.648 -21.8295} {115.46 -21.4952} {115.947 -21.0687} {116.712 -20.7017} {117.166 -20.6236} {117.442 -20.7469} {118.23 -20.3742} {118.836 -20.2633} {118.988 -20.0442} {119.252 -19.9529} {119.805 -19.9765} {120.856 -19.6837} {121.4 -19.2398} {121.655 -18.7053} {122.242 -18.1976} {122.287 -17.7986} {122.313 -17.255} {123.013 -16.4052} {123.434 -17.2686} {123.859 -17.069} {123.503 -16.5965} {123.817 -16.1113} {124.258 -16.3279} {124.38 -15.5671} {124.926 -15.0751} {125.167 -14.6804} {125.67 -14.5101} {125.686 -14.2307} {126.125 -14.3473} {126.143 -14.096} {126.583 -13.9528} {127.066 -13.818} {127.805 -14.2769} {128.36 -14.8692} {128.986 -14.876} {129.621 -14.9698} {129.41 -14.4207} {129.889 -13.6187} {130.339 -13.3574} {130.184 -13.1075} {130.618 -12.5364} {131.223 -12.1836} {131.735 -12.3025} {132.575 -12.114} {132.557 -11.603} {131.825 -11.2738} {132.357 -11.1285} {133.02 -11.3764} {133.551 -11.7865} {134.393 -12.0424} {134.679 -11.9412} {135.298 -12.2486} {135.883 -11.9623} {136.258 -12.0493} {136.492 -11.8572} {136.952 -12.352} {136.685 -12.8872} {136.305 -13.2912} {135.962 -13.3245} {136.078 -13.7243} {135.784 -14.224} {135.429 -14.7154} {135.5 -14.9977} {136.295 -15.5503} {137.065 -15.8708} {137.58 -16.2151} {138.303 -16.8076} {138.585 -16.8066} {139.109 -17.0627} {139.261 -17.3716} {140.215 -17.7108} {140.875 -17.3691} {141.071 -16.832} {141.274 -16.3889} {141.398 -15.8405} {141.702 -15.0449} {141.563 -14.5613} {141.636 -14.2704} {141.52 -13.6981} {141.651 -12.9447} {141.843 -12.7415} {141.687 -12.4076} {141.929 -11.8775} {142.118 -11.328} {142.144 -11.0427} {142.515 -10.6682} {142.797 -11.1574} {142.867 -11.7847} {143.116 -11.9056} {143.159 -12.3257} {143.522 -12.8344} {143.597 -13.4004} {143.562 -13.7637}}}}
Fiji,{{{{178.374 -17.3399} {178.718 -17.6285} {178.553 -18.1506} {177.933 -18.288} {177.381 -18.1643} {177.285 -17.7247} {177.671 -17.3811} {178.126 -17.5048} {178.374 -17.3399}}} {{{179.364 -16.8014} {178.725 -17.012} {178.597 -16.6392} {179.097 -16.434} {179.414 -16.3791} {180 -16.0671} {180 -16.5552} {179.364 -16.8014}}} {{{-179.917 -16.5018} {-180 -16.5552} {-180 -16.0671} {-179.793 -16.0209} {-179.917 -16.5018}}}}
New Caledonia,{{{165.78 -21.08} {166.6 -21.7} {167.12 -22.16} {166.74 -22.4} {166.19 -22.1297} {165.474 -21.6796} {164.83 -21.1498} {164.168 -20.4447} {164.03 -20.1056} {164.46 -20.12} {165.02 -20.46} {165.46 -20.8} {165.78 -21.08}}}
New Zealand,{{{{173.02 -40.9191} {173.247 -41.332} {173.958 -40.9267} {174.248 -41.3492} {174.249 -41.77} {173.876 -42.2332} {173.223 -42.97} {172.711 -43.3723} {173.08 -43.8533} {172.309 -43.8657} {171.453 -44.2425} {171.185 -44.8971} {170.617 -45.9089} {169.831 -46.3558} {169.332 -46.6412} {168.411 -46.6199} {167.764 -46.2902} {166.677 -46.2199} {166.509 -45.8527} {167.046 -45.1109} {168.304 -44.124} {168.949 -43.9358} {169.668 -43.5553} {170.525 -43.0317} {171.125 -42.5128} {171.57 -41.7674} {171.949 -41.5144} {172.097 -40.9561} {172.799 -40.494} {173.02 -40.9191}}} {{{174.612 -36.1564} {175.337 -37.2091} {175.358 -36.5262} {175.809 -36.7989} {175.958 -37.5554} {176.763 -37.8813} {177.439 -37.9612} {178.01 -37.5798} {178.517 -37.6954} {178.275 -38.5828} {177.97 -39.1663} {177.207 -39.1458} {176.94 -39.4497} {177.033 -39.8799} {176.886 -40.066} {176.508 -40.6048} {176.012 -41.2896} {175.24 -41.6883} {175.068 -41.4259} {174.651 -41.2818} {175.228 -40.4592} {174.9 -39.9089} {173.824 -39.5089} {173.852 -39.1466} {174.575 -38.7977} {174.743 -38.0278} {174.697 -37.3811} {174.292 -36.7111} {174.319 -36.5348} {173.841 -36.122} {173.054 -35.2371} {172.636 -34.5291} {173.007 -34.4507} {173.551 -35.0062} {174.329 -35.2655} {174.612 -36.1564}}}}
Papua New Guinea,{{{{155.88 -6.82} {155.6 -6.91999} {155.167 -6.53593} {154.729 -5.90083} {154.514 -5.13912} {154.653 -5.04243} {154.76 -5.33998} {155.063 -5.56679} {155.548 -6.20065} {156.02 -6.54001} {155.88 -6.82}}} {{{151.983 -5.47806} {151.459 -5.56028} {151.301 -5.84073} {150.754 -6.08376} {150.241 -6.31775} {149.71 -6.31651} {148.89 -6.02604} {148.319 -5.74714} {148.402 -5.43776} {149.298 -5.58374} {149.846 -5.5055} {149.996 -5.0261} {150.14 -5.00135} {150.237 -5.53222} {150.807 -5.45584} {151.09 -5.11369} {151.648 -4.75707} {151.538 -4.16781} {152.137 -4.14879} {152.339 -4.31297} {152.319 -4.86766} {151.983 -5.47806}}} {{{147.192 -7.38802} {148.085 -8.04411} {148.734 -9.10466} {149.307 -9.07144} {149.267 -9.51441} {150.039 -9.68432} {149.739 -9.87294} {150.802 -10.2937} {150.691 -10.5827} {150.028 -10.6525} {149.782 -10.3933} {148.923 -10.2809} {147.913 -10.1304} {147.135 -9.49244} {146.568 -8.94255} {146.048 -8.06741} {144.744 -7.63013} {143.897 -7.91533} {143.286 -8.24549} {143.414 -8.98307} {142.628 -9.32682} {142.068 -9.1596} {141.034 -9.11789} {141.017 -5.85902} {141 -2.60015} {142.735 -3.28915} {144.584 -3.86142} {145.273 -4.37374} {145.83 -4.8765} {145.982 -5.46561} {147.648 -6.08366} {147.891 -6.61401} {146.971 -6.72166} {147.192 -7.38802}}} {{{153.14 -4.49998} {152.827 -4.76643} {152.639 -4.17613} {152.406 -3.78974} {151.953 -3.46206} {151.384 -3.03542} {150.662 -2.74149} {150.94 -2.5} {151.48 -2.77999} {151.82 -2.99997} {152.24 -3.24001} {152.64 -3.65998} {153.02 -3.98002} {153.14 -4.49998}}}}
Solomon Islands,{{{{162.119 -10.4827} {162.399 -10.8264} {161.7 -10.82} {161.32 -10.2048} {161.917 -10.4467} {162.119 -10.4827}}} {{{160.852 -9.87294} {160.463 -9.89521} {159.849 -9.79403} {159.64 -9.63998} {159.703 -9.24295} {160.363 -9.4003} {160.689 -9.61016} {160.852 -9.87294}}} {{{161.68 -9.59998} {161.529 -9.78431} {160.788 -8.91754} {160.58 -8.32001} {160.92 -8.32001} {161.28 -9.12001} {161.68 -9.59998}}} {{{159.875 -8.33732} {159.917 -8.53829} {159.134 -8.11418} {158.586 -7.75482} {158.211 -7.42187} {158.36 -7.32002} {158.82 -7.56} {159.64 -8.02003} {159.875 -8.33732}}} {{{157.538 -7.34782} {157.339 -7.40477} {156.902 -7.17687} {156.491 -6.76594} {156.543 -6.59934} {157.14 -7.02164} {157.538 -7.34782}}}}
Vanuatu,{{{{167.845 -16.4663} {167.515 -16.5978} {167.18 -16.16} {167.217 -15.8918} {167.845 -16.4663}}} {{{167.108 -14.9339} {167.27 -15.74} {167.001 -15.6146} {166.793 -15.6688} {166.65 -15.3927} {166.629 -14.6265} {167.108 -14.9339}}}}
